headline,date,doc_type,material_type,section,keywords
"Inflationphobia, Part II",2013-07-16,article,News,,"['Inflation (Economics)', 'United States Economy']"
Former Tiffany Executive Is Accused of Stealing Jewelry,2013-07-02,article,News,,"['Jewels and Jewelry', 'Robberies and Thefts']"
"For Beach Scavengers, Storm Washed Away Their Treasure",2013-07-26,article,News,,"['Beaches', 'Hurricane Sandy (2012)']"
Player Ratings: U.S. (3) vs. Honduras (1),2013-07-25,article,News,,"['Soccer', 'Gold Cup (Soccer)']"
Ex-Tiffany Executive Pleads Guilty to Stealing Jewelry,2013-07-27,article,News,,"['Sentences (Criminal)', 'Robberies and Thefts', 'Shoplifting and Employee Theft (Retail)']"
The Time Bernanke Got It Wrong,2013-07-18,article,News,,"['United States Economy', 'Recession and Depression', 'Banking and Financial Institutions', 'Economics (Theory and Philosophy)']"
Goldman Sachs’s Aluminum Pile,2013-07-27,article,Editorial,,"['Commodities', 'Aluminum', 'Regulation and Deregulation of Industry', 'Banking and Financial Institutions', 'Editorials', 'Futures and Options Trading']"
Musical Revivalists With a Cause,2013-07-03,article,News,,"['Theater', 'Encores! Great American Musicals in Concert (Series)']"
How the Royal Birth Will Be Announced,2013-07-22,article,News,,['Royal Family']
Cuban Jews Find an Israeli Olympics With a Higher Purpose,2013-07-19,article,News,,['Athletics and Sports']
