headline,date,doc_type,material_type,section,keywords
House Hunting in Berlin: A Kaleidoscope of Style for $3.2 Million,2020-02-19,article,News,,"['Real Estate and Housing (Residential)', 'Interior Design and Furnishings', 'Prices (Fares, Fees and Rates)']"
Coronavirus Fears Drive Stocks Down for 6th Day and Into Correction,2020-02-27,article,News,,"['Stocks and Bonds', ""Standard & Poor's 500-Stock Index"", 'Coronavirus (2019-nCoV)', 'Epidemics', 'United States Economy', 'Economic Conditions and Trends']"
"As Democrats Swarm Las Vegas, Trump’s Hotel Guests Wait for Their Headliner",2020-02-18,article,News,,"['Presidential Election of 2020', 'Primaries and Caucuses', 'Hotels and Travel Lodgings', 'United States Politics and Government']"
Oscar for ‘Parasite’ Quenches Koreans’ Long Thirst for Recognition,2020-02-10,article,News,,"['Movies', 'Academy Awards (Oscars)', 'Income Inequality']"
Goes to the Plate,2020-02-06,article,News,,['Crossword Puzzles']
"As India’s Economy Sags, Even the Trump Brand Is Struggling",2020-02-23,article,News,,"['Economic Conditions and Trends', 'Real Estate and Housing (Residential)', 'Building (Construction)', 'Conflicts of Interest', 'United States International Relations']"
The World Isn’t Ready for a Major Coronavirus Outbreak,2020-02-25,article,News,,"['Coronavirus (2019-nCoV)', 'United States Economy', 'Epidemics']"
Aaron Judge and LeBron James Join Chorus of Astros Condemnation,2020-02-18,article,News,,"['Baseball', 'Cheating']"
"The Lakers, the Clippers and a Rare Fight for L.A. Basketball Primacy",2020-02-20,article,News,,['Basketball']
Meet the Unlikely Hero Saving California’s Oldest Weekly Paper,2020-02-10,article,News,,['Newspapers']
