headline,date,doc_type,material_type,section,keywords
U.S. stocks rise on bank news,2009-01-16,article,News,,[]
U.S. stocks ease after employment numbers,2009-01-09,article,News,,[]
Asian stocks rise after U.S. House approves stimulus,2009-01-29,article,News,,[]
Markets Reverse a Rally on Signs of Long Slump,2009-01-30,article,News,,[]
U.S. shares slide at open,2009-01-22,article,News,,[]
U.S. stocks slide after weak retail numbers,2009-01-14,article,News,,[]
U.S. shares trade a narrow range,2009-01-03,article,News,,[]
U.S. shares slide after GDP report,2009-01-30,article,News,,[]
Asian shares gain on hopes for U.S.,2009-01-19,article,News,,[]
Wall Street rises on drug takeover and bullish home sales,2009-01-26,article,News,,[]
