headline,date,doc_type,material_type,section,keywords
Where Howard Hughes Was Underfoot,2015-03-04,article,News,,"['Interior Design and Furnishings', 'Architecture', 'Real Estate and Housing (Residential)']"
House Hunting in ... South Africa,2015-04-01,article,News,,['Real Estate and Housing (Residential)']
"Baselworld, Where the Watch Is Still the Greatest Gadget",2015-03-27,article,News,,"['Watches and Clocks', 'Collectors and Collections']"
"‘The Age of Cryptocurrency,’ by Paul Vigna and Michael J. Casey",2015-03-18,article,Review,,"['Books and Literature', 'Bitcoin (Currency)']"
Seeing Fashion Week With Actual Customers in Mind,2015-03-11,article,News,,"['Paris Fashion Week', 'Fashion and Apparel']"
A Window Into the Real Lauren Bacall,2015-03-27,article,News,,"['Art', 'Fashion and Apparel', 'Auctions', 'Actors and Actresses']"
"Samsung Galaxy S6 and Galaxy S6 Edge, Unveiled at Mobile World Congress, Offer Best of iPhone and More",2015-03-01,article,News,,"['Mobile Commerce and Payments', 'Mobile World Congress (Trade Show)', 'Smartphones', 'Virtual Reality (Computers)']"
"Staging vs. Style: At Chanel, Saint Laurent and Valentino, Which Comes First?",2015-03-10,article,News,,['Paris Fashion Week']
Schwab’s Service for Investors Seeking Thrifty Advice Raises Eyebrows,2015-03-06,article,News,,"['Financial Planners', 'Personal Finances', 'Financial Brokers', 'Exchange Traded Funds']"
Review: Google Chromebook Pixel,2015-03-11,article,News,,"['Chrome (Operating System)', 'Laptop Computers']"
