headline,date,doc_type,material_type,section,keywords
Where to Find It,1995-02-02,article,News,,"['RECORDINGS (AUDIO)', 'Music', 'Restoration and Rehabilitation', 'COMPACT DISKS']"
"Sports of The Times; Once Is Enough, Even for L.T.",1995-03-01,article,News,,['Wrestling']
A Strong Leash for Currencies on a Rampage,1995-02-05,article,News,,"['Foreign Investments', 'PRICES', 'Finances', 'Currency', 'Budgets and Budgeting', 'Economic Conditions and Trends']"
Absolute? It's Always Relative,1995-02-04,article,,,[]
Editorial Notebook; Doing the Triple Pier,1995-02-18,article,Editorial,,"['Sales', 'Antiques', 'RETAIL STORES AND TRADE']"
BUSINESS DIGEST,1995-02-25,article,Summary,,['NO INDEX TERMS']
BUSINESS DIGEST,1995-02-02,article,Summary,,['NO INDEX TERMS']
If You're Thinking of Living In/Back-Country Greenwich; Winding Roads and Deep Pockets,1995-02-19,article,News,,"['Housing', 'GEOGRAPHIC PROFILES']"
"Millard E. Gladfelter, 95, Head Of Temple U. in a Crucial Period",1995-02-15,article,Obituary; Biography,,"['Biographical Information', 'DEATHS']"
No Good Deed Went Unpunished,1995-02-05,article,Review,,"['Books and Literature', 'Reviews', 'Police']"
