headline,date,doc_type,material_type,section,keywords
Trump Completes Sale of Washington Hotel to Investor Group,2022-05-11,article,News,,"['United States Politics and Government', 'Real Estate (Commercial)', 'Conflicts of Interest']"
Voters Have Finally Punished Boris Johnson,2022-05-06,article,Op-Ed,,"['Legislatures and Parliaments', 'Politics and Government', 'Elections', 'Ethics and Official Misconduct']"
Putin’s Shadow Soldiers: How the Wagner Group Is Expanding in Africa,2022-05-31,article,News,,"['Mercenaries and Private Military Contractors', 'Embargoes and Sanctions', 'International Relations', 'Mines and Mining', 'Diamonds', 'Gold', 'War Crimes, Genocide and Crimes Against Humanity', 'Civilian Casualties']"
The Woman Steering Russia’s War Economy,2022-05-09,article,News,,"['Economic Conditions and Trends', 'Banking and Financial Institutions', 'Embargoes and Sanctions', 'Ruble (Currency)', 'Russian Invasion of Ukraine (2022)', 'Content Type: Personal Profile']"
Haiti’s Lost Billions,2022-05-20,multimedia,Interactive Feature,,"['History (Academic Subject)', 'Slavery (Historical)']"
"House Hunting in Honduras: A Pastel Palace on Roatán for $579,000",2022-05-18,article,News,,['Real Estate and Housing (Residential)']
"Flora, Fauna and Flights of Imagination",2022-05-27,article,News,,"['Jewels and Jewelry', 'Handbags and Purses', 'your-feed-fashion', 'Content Type: Personal Profile']"
"In the Philippines, a Flourishing Ecosystem for Political Lies",2022-05-06,article,News,,"['Politics and Government', 'Social Media', 'Rumors and Misinformation', 'Elections']"
6 Takeaways About Haiti’s Reparations to France,2022-05-20,article,News,,"['United States International Relations', 'Credit and Debt', 'Reparations', 'Colonization', 'Slavery (Historical)', 'Corruption (Institutional)']"
Spring Auction Sales for Two Blockbuster Weeks Top $2.5 Billion,2022-05-20,article,News,,"['Art', 'Auctions', 'Venice Biennale']"
