headline,date,doc_type,material_type,section,keywords
"Bitcoin Hits New Record, This Time With Less Talk of a Bubble",2020-11-30,article,News,,"['Bitcoin (Currency)', 'Virtual Currency', 'Banking and Financial Institutions']"
Check in on Health Insurance Open Enrollment,2020-11-08,article,News,,"['Patient Protection and Affordable Care Act (2010)', 'Health Insurance and Managed Care', 'Quarantine (Life and Culture)', 'Content Type: Service', 'Unemployment', 'Medicaid', 'Coronavirus (2019-nCoV)', 'Consumer Protection', 'Personal Finances', 'Tax Credits, Deductions and Exemptions']"
Now’s the Time to Sign Up for Health Insurance. Here’s How.,2020-11-11,article,News,,"['Content Type: Service', 'Health Insurance and Managed Care', 'Patient Protection and Affordable Care Act (2010)', 'Prices (Fares, Fees and Rates)']"
"Judy Shelton, Trump Fed Nominee, Fails to Advance to Final Vote",2020-11-17,article,News,,"['Appointments and Executive Changes', 'Interest Rates', 'Banking and Financial Institutions', 'United States Economy', 'Gold', 'Economics (Theory and Philosophy)', 'United States Politics and Government']"
F.D.A. authorizes the first at-home coronavirus test.,2020-11-18,article,News,,"['internal-essential', 'Coronavirus (2019-nCoV)']"
"In Britain, Watch Sellers Shocked at End of Sales Tax Refund",2020-11-19,article,News,,"['Watches and Clocks', 'Value-Added Tax', 'Travel and Vacations', 'Rebates and Refunds', 'Great Britain Withdrawal from EU (Brexit)', 'your-feed-fashion']"
A Famous Santa and Rudolph Are Heading to Auction,2020-11-12,article,News,,"['Auctions', 'Puppets', 'Memorabilia and Souvenirs', 'Santa Claus', 'Christmas', 'Television']"
"$225,000 Homes in Indiana, Virginia and Delaware",2020-11-11,article,News,,['Real Estate and Housing (Residential)']
Where Blue Meets Green: Sustainable Waterfront Homes,2020-11-06,article,News,,"['Real Estate and Housing (Residential)', 'Environment', 'Sustainable Living', 'Solar Energy', 'Water', 'Coastal Areas']"
Has Time Run Out for a Traditional Swiss Clock?,2020-11-03,article,News,,['Watches and Clocks']
