headline,date,doc_type,material_type,section,keywords
‘Outrageous’ $17 Toll to Cross the Verrazano Vexes Drivers,2018-04-19,article,News,,"['Bridges and Tunnels', 'Tolls', 'E-ZPass']"
Protest in Puerto Rico Over Austerity Measures Ends in Tear Gas,2018-05-01,article,News,,"['Demonstrations, Protests and Riots', 'Hurricane Maria (2017)', 'Puerto Ricans']"
Marriott’s New Loyalty Program: Not as Bad as Starwood Fans Feared,2018-04-16,article,News,,"['Customer Loyalty Programs', 'Hotels and Travel Lodgings', 'Credit Cards', 'Frequent Flier Programs']"
European Regulators Ask if Facebook Is Taking Too Much Data,2018-04-24,article,News,,"['Privacy', 'Data-Mining and Database Marketing', 'Social Media', 'Online Advertising', 'Antitrust Laws and Competition Issues', 'Regulation and Deregulation of Industry']"
The Queen’s Shoe and (Maybe) the King’s Hat,2018-04-02,article,News,,['Fashion and Apparel']
Picking an Extra Añejo Tequila Takes Extra Care,2018-04-30,article,News,,['Tequila']
"Bright Lights, Big Shoulder Pads: A Timid Japan Recalls Its Bubble Era",2018-04-06,article,News,,"['Economic Conditions and Trends', 'Labor and Jobs', 'Nineteen Hundred Eighties', 'Women and Girls', 'Fashion and Apparel']"
It’s the Latest in Conservation Tech. And It Wants to Suck Your Blood.,2018-04-09,article,News,,"['Animals', 'Biodiversity', 'Genetics and Heredity', 'Cameras', 'Conservation of Resources']"
"Uptown or Downtown? In the Early ’80s, It Made All the Difference ",2018-04-17,article,News,,"['Interior Design and Furnishings', 'Chairs', 'Tables', 'Furniture', 'Nineteen Hundred Eighties']"
"A Central Park West Townhouse, Rooted in History, on the Market for $29 Million",2018-04-19,article,News,,"['Historic Buildings and Sites', 'Real Estate and Housing (Residential)', 'Architecture']"
