headline,date,doc_type,material_type,section,keywords
Trump Has No Idea What His Tariffs Have Unleashed for Farmers ,2018-07-26,article,Op-Ed,,"['Agriculture and Farming', 'International Trade and World Market', 'Rural Areas', 'Politics and Government', 'Customs (Tariff)', 'Family Business']"
How Sneakers Intersect With Recent American History,2018-07-05,article,Review,,"['Books and Literature', 'Sneakers']"
This Bookstore Is Stuffed With Just One Thing: Cookbooks,2018-07-22,article,News,,"['Cooking and Cookbooks', 'Book Trade and Publishing']"
Latest Sign of China’s Slowdown: A Technology Cash Crunch,2018-07-16,article,News,,"['Venture Capital', 'Economic Conditions and Trends']"
Libertarians in the Age of Trump,2018-07-21,article,Op-Ed,,"['Libertarianism (US Politics)', 'United States Politics and Government']"
Trading the Cocktail Shaker for the Still,2018-07-20,article,News,,['Rum']
A Diamond Giant Plays Up Its Russian Ties to Appeal to Americans,2018-07-11,article,News,,"['Diamonds', 'Mines and Mining', 'Jewels and Jewelry', 'Conflict Minerals and Resources', 'Slogans and Mottoes', 'Advertising and Marketing']"
Open Thread: Let’s Talk About the Fourth of July,2018-07-06,article,News,,[]
Subway Ridership Dropped Again in New York as Passengers Flee to Uber,2018-08-01,article,News,,"['Subways', 'Transit Systems', 'Car Services and Livery Cabs']"
This Time It’s Uber on the Defensive in Battle With New York,2018-07-27,article,News,,"['Car Services and Livery Cabs', 'Law and Legislation', 'Regulation and Deregulation of Industry']"
