headline,date,doc_type,material_type,section,keywords
Wells Fargo Bid Wins Approval,1996-03-07,article,News,,"['Mergers, Acquisitions and Divestitures', 'Banks and Banking']"
CREDIT MARKETS;Mixed Data On Economy Cloud Bonds,1996-03-05,article,News,,"['United States Economy', 'Finances', 'Interest Rates', 'Government Bonds']"
ART VIEW;A Fifth Avenue Showcase For What Opulence Buys,1996-03-24,article,News,,[]
Business Travel;USAir's terminal at La Guardia comes in second in a poll ranking airport concession programs.,1996-03-20,article,News,,"['LA GUARDIA AIRPORT (NYC)', 'Airlines and Airplanes', 'Travel and Vacations']"
A Fairy-Tale German City,1996-03-31,article,News,,"['LOOT AND LOOTING', 'Art', 'Travel and Vacations', 'World War II (1939-45)']"
Oil and Technology Stocks Lead Modest Rise in Market,1996-03-27,article,News,,"['Stocks and Bonds', 'Dow Jones Stock Average']"
"Burglar Injures Priest, 76, And Breaks Stained Glass",1996-03-25,article,News,,"['Robberies and Thefts', 'Priests']"
"POSTINGS: Eichner Begins $40 Million Conversion at Park Central;On 7th Ave., Half Hotel, Half Time-Share Condo",1996-03-10,article,News,,"['Time-Sharing', 'Condominiums', 'HOTELS AND MOTELS', 'Housing']"
"Dow Registers Rise of 63.59; Passes 5,600",1996-03-05,article,News,,"['COMPUTERS AND INFORMATIONSYSTEMS', 'Stocks and Bonds', 'Dow Jones Stock Average']"
Fighting for Frequent-Flier Miles,1996-03-29,article,,,[]
