headline,date,doc_type,material_type,section,keywords
Kraft Is Purchased For $13.1 Billion,1988-11-06,article,News,,['United States Economy']
FINDING SUCCESS IN MUTUAL FUNDS,1988-11-13,article,News,,['TERMS NOT AVAILABLE']
IN SHORT: NONFICTION,1988-11-27,article,Review,,['BOOK REVIEWS']
"NUMISTMATICS;
Memorial Medal Is Designed",1988-11-20,article,News,,['Numismatics']
Charges Settled by Drexel,1988-11-11,article,News,,"['Frauds and Swindling', 'Gold', 'FUTURES TRADING', 'Silver']"
Cluett Group Offering Dress-Sock Campaign,1988-11-03,article,News,,"['ADVERTISING', 'SOCKS (APPAREL)']"
CRYSTAL MAGIC,1988-11-27,article,News,,['Jewels and Jewelry']
"NUMISMATICS;
The Restorer of Monticello Is Honored",1988-11-13,article,News,,['Numismatics']
NEWS SUMMARY,1988-11-03,article,Summary,,[]
First Conversion: Lore of the Shore,1988-11-06,article,News,,"['Condominiums', 'Restoration and Rehabilitation', 'Housing']"
