headline,date,doc_type,material_type,section,keywords
Who Will Get to Swim This Summer?,2020-06-28,article,Op-Ed,,"['Black People', 'Blacks', 'Race and Ethnicity', 'Summer (Season)', 'Quarantines', 'Coronavirus (2019-nCoV)', 'Beaches', 'Swimming', 'Parks and Other Recreation Areas', 'Discrimination']"
Mark Zuckerberg’s Biggest Challenge Yet,2020-06-02,article,News,,"['Social Media', 'Coronavirus Reopenings', 'George Floyd Protests (2020)']"
5 on the Apple Watch at 5,2020-06-10,article,News,,"['Watches and Clocks', 'Wearable Computing']"
$3.2 Million Homes in California,2020-06-15,article,News,,['Real Estate and Housing (Residential)']
"$900,000 Homes in Missouri, Georgia and Utah",2020-06-10,article,News,,['Real Estate and Housing (Residential)']
$2.2 Million Homes in California,2020-06-08,article,News,,['Real Estate and Housing (Residential)']
"In Fine Print, Airlines Make It Harder to Fight for Passenger Rights",2020-06-12,article,News,,"['Arbitration, Conciliation and Mediation', 'Airlines and Airplanes', 'Customer Loyalty Programs', 'Coronavirus (2019-nCoV)', 'Consumer Protection', 'Rebates and Refunds', 'Suits and Litigation (Civil)']"
Why Many Athletes Will Be Left Out When Olympic Training Centers Reopen,2020-06-06,article,News,,"['Olympic Games (2020)', 'Coronavirus Reopenings', 'Quarantines', 'Coronavirus (2019-nCoV)']"
Trump Trade Official Defends China Deal and Criticizes the W.T.O.,2020-06-17,article,News,,"['International Trade and World Market', 'Customs (Tariff)', 'United States Economy', 'United States Politics and Government', 'Coronavirus (2019-nCoV)', 'United States International Relations', 'Protectionism (Trade)']"
"In Every Corner of Bangkok, Spirits Need a Home and Maybe a Strawberry Fanta",2020-06-13,article,News,,"['Religion and Belief', 'Prayers and Prayer Books']"
