headline,date,doc_type,material_type,section,keywords
World Gold,1980-08-15,article,Archives,,[]
World Gold,1980-08-12,article,Archives,,[]
Market Place; Opinion Divided On Gold Shares ,1980-08-08,article,Archives,,[]
World Gold,1980-08-20,article,Archives,,[]
World Gold,1980-08-02,article,Archives,,[]
World Gold,1980-08-22,article,Archives,,[]
World Gold,1980-08-13,article,Archives,,[]
World Gold,1980-08-14,article,Archives,,[]
Commodities; The Move Out of Gold And Silver ,1980-08-25,article,Archives,,[]
CURRENCY MARKETS Dollar Moves Higher; Gold Drops in Trading; Dollar Gains Against Mark Gold Auctions Predicted ,1980-08-16,article,Archives,,[]
