headline,date,doc_type,material_type,section,keywords
Code Name Parmigiano,2014-06-06,multimedia,Interactive Feature,,['Cheese']
New York Today: Not on My Home Ice,2014-06-11,article,News,,[]
Reviewing Google’s Smartwatches  — the LG G and the Samsung Gear Live,2014-06-26,article,News,,"['Android (Operating System)', 'Watches and Clocks', 'Wearable Computing']"
How Much Should We Pay For Art?,2014-06-08,article,News,,[]
England Beats Poland at European Championships,2014-06-29,article,News,,"['Cards and Card Games', 'Bridge (Card Game)']"
"For Hotel Guests, a Key and an Airport Lounge",2014-06-30,article,News,,"['Airports', 'Hotels and Travel Lodgings', 'Travel and Vacations']"
Your Evening Briefing,2014-06-03,article,News,,[]
Sprucing Up a Balkan Bay,2014-06-02,article,Special Report,,"['Environment', 'Coastal Areas', 'Building (Construction)']"
Chris Christie Spares No Legal Expense,2014-06-10,article,News,,[]
Tibetan Security Official Gunned Down in Sichuan,2014-06-19,article,News,,"['Fungi', 'Immolation', 'Murders and Attempted Murders']"
