headline,date,doc_type,material_type,section,keywords
Treasury Halts Study Of Assay Unit Gold Loss,1979-08-07,article,Archives,,['Gold']
CURRENCY MARKETS,1979-08-02,article,Archives,,[]
Stock Prices Ease; Trading Still Heavy,1979-08-24,article,Archives,,[]
CURRENCY MARKETS,1979-08-16,article,Archives,,"['Gold', 'Currency', 'INTERNATIONAL MONETARY SYSTEM']"
Cash Prices,1979-08-23,article,Archives,,[]
COMMODITIES,1979-08-17,article,Archives,,[]
Pro Golfers Mine the Gold,1979-08-19,article,Archives,,[]
Stock Prices Ease On Reduced Volume,1979-08-04,article,Archives,,[]
COMMODES,1979-08-28,article,Archives,,['Currency']
BUSINESS Digest,1979-08-09,article,Archives,,[]
