headline,date,doc_type,material_type,section,keywords
You Too Can Play the Handbag Stock Market,2019-10-24,article,News,,"['Handbags and Purses', 'Luxury Goods and Services', 'Fashion and Apparel', 'your-feed-fashion']"
How to Get a Better Deal From a Real Estate Agent,2019-10-24,article,News,,"['Real Estate Brokers', 'Real Estate and Housing (Residential)', 'Wages and Salaries', 'Working Hours', 'Prices (Fares, Fees and Rates)']"
Banksy Painting ‘Devolved Parliament’ Sells for $12 Million,2019-10-03,article,News,,"['Auctions', 'Art']"
Design Attracts Africa’s Young Watch Entrepreneurs,2019-10-26,article,News,,"['Watches and Clocks', 'Design', 'your-feed-fashion']"
Stocks Hit Record After Jobs Report,2019-11-01,article,News,,"['United States Economy', 'Interest Rates', 'Stocks and Bonds']"
Justin Hartley of ‘This Is Us’ Meditates on His Rolexes,2019-10-25,article,News,,"['Actors and Actresses', 'Watches and Clocks', 'Television']"
Peter Luger Used to Sizzle. Now It Sputters.,2019-10-29,article,Review,,"['Restaurants', 'Waiters and Waitresses', 'Beef']"
"Sophia Kokosalaki, Who Gave London Fashion a Grecian Spin, Dies at 46",2019-10-16,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Fashion and Apparel', 'Design', 'Olympic Games (2004)']"
$3 Million Homes in California,2019-10-28,article,News,,['Real Estate and Housing (Residential)']
"Barry Frank Dies at 87; Sports Agent, Negotiator and Programmer",2019-11-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Athletics and Sports', 'Television', 'Agents (Business)', 'Olympic Games (1988)', 'Advertising and Marketing']"
