headline,date,doc_type,material_type,section,keywords
"ANTIQUES;
SPECULATORS CAUSED HIGH RUG PRICES",1983-11-13,article,Review,,['TERMS NOT AVAILABLE']
BUSINESS DIGEST,1983-11-15,article,Summary,,['TERMS NOT AVAILABLE']
BUSINESS DIGEST,1983-11-12,article,Summary,,['TERMS NOT AVAILABLE']
"BUSINESS DIGEST WEDNESDAY, NOVEMBER 30, 1983",1983-11-30,article,Summary,,['TERMS NOT AVAILABLE']
"BUSINESS DIGEST THURSDAY, NOVEMBER 10, 1983",1983-11-10,article,Summary,,['TERMS NOT AVAILABLE']
"BUSINESS DIGEST TUESDAY, NOVEMBER 29, 1983",1983-11-29,article,Summary,,['TERMS NOT AVAILABLE']
"BUSINESS DIGEST THURSDAY, NOVEMBER 24, 1983",1983-11-24,article,Summary,,['TERMS NOT AVAILABLE']
BUSINESS DIGEST,1983-11-01,article,Summary,,['TERMS NOT AVAILABLE']
BUSINESS DIGEST,1983-11-23,article,Summary,,['TERMS NOT AVAILABLE']
"BUSINESS DIGEST THURSDAY, NOVEMBER 3, 1983",1983-11-03,article,Summary,,['TERMS NOT AVAILABLE']
