headline,date,doc_type,material_type,section,keywords
House Hunting in ... Rio de Janeiro,2011-12-21,article,News,,['Real Estate and Housing (Residential)']
A Jewel Box for Translucent Treasures,2011-12-15,article,Review,,"['Art', 'Sculpture', 'Ceramics and Pottery']"
Peru Official Steps Down Amid Fight Over a Mine,2011-12-11,article,News,,"['Demonstrations, Protests, and Riots', 'Mines and Mining', 'Suspensions, Dismissals and Resignations']"
Gunmen Attack Helicopter Carrying Mine Workers in Indonesia,2011-12-17,article,News,,"['Helicopters', 'Murders and Attempted Murders', 'Mines and Mining']"
"When Investors Rush In, and Out, Together",2011-12-30,article,News,,"['Stocks and Bonds', 'European Sovereign Debt Crisis (2010- )', 'Economic Conditions and Trends', 'Prices (Fares, Fees and Rates)']"
Place Vendôme Gets a New Type of Neighbor,2011-12-06,article,News,,['Jewels and Jewelry']
A Danish Fairy Tale Gone Awry,2011-12-06,article,News,,"['Jewels and Jewelry', 'Stocks and Bonds']"
"What You Get for ... $765,000",2011-12-21,article,News,,['Real Estate and Housing (Residential)']
"What You Get for ... $800,000",2011-12-07,article,News,,['Real Estate and Housing (Residential)']
Ski Trivia!,2011-12-09,article,News,,"['Travel and Vacations', 'Skiing']"
