headline,date,doc_type,material_type,section,keywords
Jon M. Chu: Young Filmmakers Don’t Have the Baggage of Self-Hatred,2019-06-22,article,News,,['Movies']
Celebrating ‘Good Design’ at MoMA: The Nut Dish and Other Populist Gems,2019-06-06,article,Review,,"['Art', 'Interior Design and Furnishings', 'Museums', 'Design']"
The World Is a Mess. We Need Fully Automated Luxury Communism.,2019-06-11,article,Op-Ed,,"['Science and Technology', 'Synthetic Biology', 'Asteroids', 'Luxury Goods and Services', 'Meat', 'Alternative and Renewable Energy']"
Billy Porter Cat-Walks His Way Through Hudson Yards,2019-06-06,article,News,,['Fashion and Apparel']
"Trump Isn’t Alone. These Millennials on the Left Want Low Interest Rates, Too.",2019-06-12,article,News,,"['United States Economy', 'Labor and Jobs', 'Interest Rates', 'Inflation (Economics)', 'Recession and Depression', 'United States Politics and Government', 'Unemployment']"
Luxury Living in Miami Moves North,2019-06-18,article,News,,"['Real Estate and Housing (Residential)', 'Luxury Goods and Services']"
36 Hours of New York City Pride,2019-06-20,article,News,,"['Travel and Vacations', 'WorldPride NYC 2019', 'Homosexuality and Bisexuality']"
Businesses Plead to Stop More China Tariffs. They Expect to Be Ignored.,2019-06-17,article,News,,"['International Trade and World Market', 'Customs (Tariff)', 'United States International Relations', 'United States Politics and Government', 'Relocation of Business', 'United States Economy', 'Factories and Manufacturing', 'Shopping and Retail']"
Biggest Offender in Outsize Debt: Graduate Schools,2019-06-03,article,News,,"['For-Profit Schools', 'Student Loans', 'Graduate Schools and Students', 'Financial Aid (Education)', 'Accreditation', 'Regulation and Deregulation of Industry']"
Brows Before Vows,2019-06-24,article,News,,"['Cosmetics and Toiletries', 'Weddings and Engagements', 'Skin']"
