headline,date,doc_type,material_type,section,keywords
Challenges Facing New Chief of Anglo American,2013-01-08,article,News,,"['Mines and Mining', 'Appointments and Executive Changes']"
"Inflation, Rare Coin Variety",2013-01-29,article,News,,"['Auctions', 'Currency', 'Inflation (Economics)']"
Funds That Add Spices to the Stock-and-Bond Mix,2013-01-12,article,News,,"['Mutual Funds', 'Stocks and Bonds', 'Commodities', 'Real Estate Investment Trusts', 'Hedge Funds']"
"Free-Range Fund Managers, in a Pickle",2013-01-12,article,News,,"['Mutual Funds', 'Stocks and Bonds', 'Asset Allocation (Personal Finances)', 'Foreign Investments']"
"Economists, Consensus and Healthy Debates",2013-01-10,article,News,,"['Economics (Theory and Philosophy)', 'Economic Conditions and Trends', 'Women and Girls']"
The Year of the Snake in a Bejeweled Garden,2013-01-28,article,News,,"['Snakes', 'Jewels and Jewelry', 'Lunar New Year']"
Could Electric Vehicles Fly Out of Showrooms?,2013-01-31,article,News,,"['Batteries', 'Electric and Hybrid Vehicles']"
What We’re Reading,2013-01-03,article,News,,[]
A First Look at Saint Laurent in the Stores,2013-01-16,article,News,,"['Fashion and Apparel', 'Shopping and Retail']"
$100 Million Buys More Than You Think,2013-01-04,article,News,,"['Real Estate and Housing (Residential)', 'Mansions', 'Mortgages']"
