headline,date,doc_type,material_type,section,keywords
"‘Beautiful, Forgotten Watches’ Are Getting Second Lives",2023-03-08,article,News,,"['Watches and Clocks', 'Jewels and Jewelry', 'Content Type: Personal Profile']"
Wonking Out: Peering Through the Fog of Inflation,2023-03-03,article,Op-Ed,,"['Economics (Theory and Philosophy)', 'internal-sub-only-nl', 'United States Economy', 'Inflation (Economics)']"
Seven California Parks to Visit This Spring,2023-03-24,article,briefing,,"['Parks and Other Recreation Areas', 'Travel and Vacations']"
The Cross Returns as a Style Choice in Jewelry,2023-03-12,article,News,,"['Jewels and Jewelry', 'Crosses and Crucifixes', 'Christians and Christianity', 'Nineteen Hundred Eighties', 'your-feed-fashion']"
The Little Black Watch Is the New Little Black Dress,2023-03-08,article,News,,"['Watches and Clocks', 'Fashion and Apparel', 'Women and Girls', 'Luxury Goods and Services', 'your-feed-fashion']"
"A Designer’s Home on Central Park, Where the Views Dictate the Décor",2023-03-10,article,News,,"['Real Estate and Housing (Residential)', 'Interior Design and Furnishings', 'Fashion and Apparel']"
"Your Pristine Hermès Bag, to Some, Looks Tacky",2023-03-04,article,News,,"['Handbags and Purses', 'Luxury Goods and Services']"
Your Tuesday Evening Briefing,2023-03-14,article,briefing,,[]
"Joe Pepitone, Rowdy Star When the Yankees Faded, Dies at 82",2023-03-14,article,Obituary (Obit),,"['Baseball', 'Deaths (Obituaries)']"
Beauty’s New Queen of N.S.F.W.,2023-03-09,article,News,,"['Cosmetics and Toiletries', 'Fashion and Apparel', 'Content Type: Personal Profile', 'Luxury Goods and Services']"
