headline,date,doc_type,material_type,section,keywords
"FRIDAY, NOVEMBER 6, 1981; The Economy",1981-11-06,article,News,,['NO INDEX TERMS']
"TUESDAY, DECEMBER 1, 1981; Companies",1981-12-01,article,News,,['NO INDEX TERMS']
"THURSDAY, NOVEMBER 5, 1981; Companies",1981-11-05,article,News,,['NO INDEX TERMS']
"THURSDAY, NOVEMBER 12, 1981; The Economy",1981-11-12,article,News,,['NO INDEX TERMS']
"TUESDAY, NOVEMBER 3, 1981; Companies",1981-11-03,article,News,,['NO INDEX TERMS']
"FRIDAY, NOVEMBER 13, 1981; The Economy",1981-11-13,article,News,,['NO INDEX TERMS']
"WEDNESDAY, NOVEMBER 4, 1981; Companies",1981-11-04,article,News,,['NO INDEX TERMS']
"THURSDAY, NOVEMBER 26, 1981; Companies",1981-11-26,article,News,,['NO INDEX TERMS']
"FRIDAY, NOVEMBER 20, 1981; Companies",1981-11-20,article,News,,['NO INDEX TERMS']
"Business Digest; SATURDAY, NOVEMBER 14, 1981; The Economy",1981-11-14,article,News,,['NO INDEX TERMS']
