headline,date,doc_type,material_type,section,keywords
NEW YORKERS & CO.,1995-10-29,article,News,,"['Restaurants', 'RETAIL STORES AND TRADE']"
G.M. Feels A.O.K. About Vehicle Design Management,1995-10-20,article,News,,"['Automobiles', 'Reform and Reorganization']"
BEHIND THE WHEEL/Saab 9000 CS;A No-Nonsense Swede With Excellent Lungs,1995-10-15,article,News,,['Automobiles']
ARTS/ARTIFACTS;Under the Exquisite Spell of Japanese Screens,1995-10-15,article,News,,"['SCREENS', 'Art']"
A Shoe Of One's Own,1995-10-15,article,News,,"['Shoes and Boots', 'Biographical Information', 'Basketball']"
Habitats/25 Minetta Lane;The Electronic Studio,1995-10-08,article,News,,['Housing']
"About Real Estate;
Condo, Rental, Condo: A Full Circle Since 1989",1995-10-13,article,News,,"['Housing', 'Condominiums']"
"About Real Estate;Condo, Rental, Condo: A Full Circle Since 1989",1995-10-13,article,News,,"['Housing', 'Condominiums']"
"Cartagena, Caribbean Jewel",1995-10-08,article,News,,"['Travel and Vacations', 'NYTRAVEL']"
WINTER IN THE SUN;A Brazilian Town Dozing In the 1700's,1995-10-29,article,News,,"['Travel and Vacations', 'NYTRAVEL']"
