headline,date,doc_type,material_type,section,keywords
CURRENCY MARKETS Dollar Continues to Gain; Gold Down in New York,1980-08-09,article,Archives,,[]
Economic Scene; The Republican Policy on Gold ,1980-08-01,article,Archives,,[]
CURRENCY MARKETS Interest Rates Lift Dollar Gold Rises in New York; Trading Called Fairly Heavy,1980-08-01,article,Archives,,[]
CURRENCY MARKETS Dollar Shows Strength; Gold Off by $13 in Europe; Dollar Rates in New York Silver Adds 30 Cents an Ounce,1980-08-19,article,Archives,,[]
Trade Gap Down 28.6% As Oil Imports Decline; Price Rises 10% a Barrel Coin Export Off ,1980-08-07,article,Archives,,[]
"China Tries Capitalism, and It Works; Negotiated Prices Province Was Devestated ",1980-08-14,article,Archives,,[]
Four New Luxury Hotels in the City: Elaborate Decor and Matching Prices; Hotels--Elaborate Decor and Prices,1980-08-24,article,Archives,,[]
COMMODITIES Grain and Soybeans Off; Cattle Futures Prices Up; Cotton Advances ,1980-08-14,article,Archives,,[]
COMMODITIES Grain Prices Up Sharply; Pork Bellies Rise Limit; Spot Commodity Index ,1980-08-02,article,Archives,,[]
CURRENCY MARKETS Dollar Gains Broadly As Interest Rates Rise; Activity in Frankfurt ,1980-08-08,article,Archives,,[]
