headline,date,doc_type,material_type,section,keywords
"LONG ISLAND SOUND;

Crayola Gold, Buster Brown Blues",1990-08-26,article,News,,['Education and Schools']
  Long-Term U.S. Bonds Tumble,1990-08-03,article,News,,"['PRICES', 'Finances', 'Budgets and Budgeting']"
BUSINESS DIGEST,1990-08-10,article,Summary,,['NO INDEX TERMS']
"BUSINESS DIGEST: SATURDAY, AUGUST, 25, 1990",1990-08-25,article,Summary,,['NO INDEX TERMS']
BUSINESS DIGEST,1990-08-08,article,Summary,,['NO INDEX TERMS']
BUSINESS DIGEST,1990-08-23,article,Summary,,['NO INDEX TERMS']
BUSINESS DIGEST,1990-08-29,article,Summary,,['NO INDEX TERMS']
BUSINESS DIGEST,1990-08-21,article,Summary,,['NO INDEX TERMS']
  Iraqi Invasion Adds To Markets' Problems,1990-08-13,article,News,,"['Stocks and Bonds', 'STOCK PRICES AND TRADING VOLUME']"
"Dow Slumps 34.66 Points, But Oils Soar",1990-08-03,article,News,,"['Stocks and Bonds', 'Dow Jones Stock Average', 'STOCK PRICES AND TRADING VOLUME']"
