headline,date,doc_type,material_type,section,keywords
Still best in show,2007-05-08,article,News,,[]
The Rings of Giuliani ,2007-05-12,article,News,,"['Mayors', 'Baseball', 'Athletics and Sports']"
Collectibles march to the baby boomers' tune,2007-05-18,article,News,,[]
"After Years in Wait, a Lab Is Born",2007-05-09,article,News,,"['Laboratories and Scientific Equipment', 'Biotechnology']"
A Bowling Ball With Snap (and Scent),2007-05-06,article,News,,"['Bowling', 'Athletics and Sports', 'Odors']"
Explorers haul in deep-sea treasure worth $500 million,2007-05-18,article,News,,[]
Treasure Hunt Inc.,2007-05-18,article,News,,[]
Chinese Shares Plunge 6.5 Percent ,2007-05-31,article,News,,"['Stocks and Bonds', 'Economic Conditions and Trends']"
"Tax Increase Batters Chinese Stocks, but There’s Little Wider Damage",2007-05-31,article,News,,"['Taxation', 'Stocks and Bonds', 'Economic Conditions and Trends']"
Markets in China fall with increase in trading tax,2007-05-30,article,News,,[]
