headline,date,doc_type,material_type,section,keywords
"From the Burmese, Lustrous Lacquerware",1989-08-27,article,News,,"['Handicrafts', 'Travel and Vacations']"
Grain and Soybeans Rise; Rally in Copper Continues,1989-08-16,article,News,,"['Copper, Brass and Bronze', 'PRICES', 'FUTURES TRADING', 'Grain', 'Soybeans']"
TRAVEL ADVISORY,1989-08-06,article,News,,['TERMS NOT AVAILABLE']
Dollar Jumps; Selling by Fed Is Reported,1989-08-05,article,News,,['Currency']
Study Says Prison Spending Is Fastest-Growing Part of State Budgets,1989-08-08,article,Statistics,,"['States (US)', 'Prisons and Prisoners', 'Taxation', 'Finances', 'Budgets and Budgeting']"
BUSINESS DIGEST,1989-08-30,article,Summary,,['NO INDEX TERMS']
Prospects; Behind the Bailout,1989-08-13,article,News,,"['INTEREST (MONEY)', 'Savings and Loan Associations', 'Credit', 'Federal Aid (US)', 'RATES', 'Banks and Banking']"
"BUSINESS DIGEST: SATURDAY, AUGUST 26, 1989",1989-08-26,article,Summary,,[]
"DATA BANK: Aug. 20, 1989",1989-08-20,article,Statistics,,['United States Economy']
"DATABANK: Aug. 6, 1989",1989-08-06,article,Statistics,,['United States Economy']
