headline,date,doc_type,material_type,section,keywords
Michelle Obama’s Dress in High Definition,2012-09-05,article,News,,"['Fashion and Apparel', 'Democratic National Convention', 'Presidential Election of 2012', 'Dresses']"
What We’re Reading,2012-09-20,article,News,,[]
"Device Protection, Without the Armor Plating",2012-10-01,article,News,,[]
"At ‘India Fantastique,’ Silk, Stars and High Fashion",2012-09-06,article,News,,"['Design', 'Fashion and Apparel']"
Oscar Mayer Proposes a New Bacon as a New Currency,2012-09-10,article,News,,"['Advertising and Marketing', 'Barter']"
World Hunger: The Problem Left Behind,2012-09-15,article,News,,"['International Trade and World Market', 'Economic Conditions and Trends', 'Food', 'Agriculture and Farming', 'Fertilizer', 'Prices (Fares, Fees and Rates)']"
When Watches Reached the Workingman,2012-09-04,article,News,,"['Watches and Clocks', 'Steel and Iron', 'Collectors and Collections']"
"Though Not Yet Open, a Huge Mine Is Transforming Mongolia’s Landscape",2012-09-13,article,News,,"['Economic Conditions and Trends', 'Mines and Mining']"
What We’re Reading,2012-09-07,article,News,,[]
Paralympians’ Equipment Raises Debate on Fairness,2012-09-08,article,News,,"['Prostheses', 'Disabilities', 'Paralympic Games']"
