headline,date,doc_type,material_type,section,keywords
"BUSINESS DIGEST: TUESDAY, DECEMBER 24, 1985",1985-12-24,article,Summary,,['United States Economy']
  NEW FROM BRITAIN,1985-12-01,article,News,,"['Numismatics', 'Gold']"
"GLITTERY FASHIONS FOR FESTIVE EVENINGS, NOW AND LATER",1985-12-19,article,News,,"['APPAREL', 'Christmas']"
Let Floating Rates Continue to Float,1985-12-26,article,Op-Ed,,"['INTERNATIONAL MONETARY SYSTEM', 'Currency']"
"FRIDAY, DECEMBER 6, 1985",1985-12-06,article,Summary,,[]
THE CAREFUL SHOPPER,1985-12-08,article,News,,['RETAIL STORES AND TRADE']
EXPERTS TELL OF MARKET IN STOLEN PRE-COLOMBIAN ART,1985-12-27,article,News,,"['ARCHEOLOGY AND ANTHROPOLOGY', 'Robberies and Thefts', 'PRICES', 'Art']"
Market Place;   OPEC's Impact On Stocks,1985-12-10,article,News,,"['International Trade and World Market', 'PRICES', 'Oil (Petroleum) and Gasoline', 'Stocks and Bonds']"
  QUALITY AND RARITY SET THE TONE,1985-12-29,article,News,,"['Sales', 'NINETEEN HUNDRED EIGHTY-FIVE', 'Antiques']"
  THE MERITS OF RARITY,1985-12-29,article,News,,['Numismatics']
