headline,date,doc_type,material_type,section,keywords
Coinbase’s Crypto Conundrum,2020-12-18,article,News,,"['Bitcoin (Currency)', 'Initial Public Offerings']"
$1.6 Million Homes in California,2020-12-07,article,News,,['Real Estate and Housing (Residential)']
"Wood-Ridge, N.J.: Not Too Close to the City, or Too Far Away",2020-12-30,article,News,,['Real Estate and Housing (Residential)']
One Way to Avoid Other Guests? Book the Entire Hotel,2020-12-30,article,News,,"['Travel and Vacations', 'Hotels and Travel Lodgings', 'Prices (Fares, Fees and Rates)', 'Quarantine (Life and Culture)']"
This Man Is Betting $1.7 Billion on the Rights to Your Favorite Songs,2020-12-18,article,News,,"['Pop and Rock Music', 'Music', 'Royalties', 'Copyrights and Copyright Violations', 'Mergers, Acquisitions and Divestitures', 'Content Type: Personal Profile']"
Claims of ‘Bleak’ Environmental Justice Record Appear to Fell a Biden Favorite,2020-12-14,article,News,,"['Appointments and Executive Changes', 'Greenhouse Gas Emissions', 'United States Politics and Government', 'Global Warming', 'Environment']"
"Wall Street Sees Cold, Hard Cash in Vaccine Storage",2020-12-16,article,News,,"['Coronavirus (2019-nCoV)', 'Whiskey', 'Workplace Hazards and Violations', 'Vaccination and Immunization']"
Airbnb’s Stunning I.P.O.,2020-12-11,article,News,,"['Initial Public Offerings', 'United States Politics and Government', 'Bitcoin (Currency)']"
5 Things to Do This Christmas Weekend,2020-12-24,article,News,,"['Theater', 'Quarantine (Life and Culture)', 'Gospel Music', 'Dancing', 'Video Recordings, Downloads and Streaming', 'Comedy and Humor', 'Children and Childhood']"
A Trump Fed Pick Squeaks Through Senate Confirmation,2020-12-03,article,News,,"['Appointments and Executive Changes', 'United States Politics and Government', 'United States Economy', 'Interest Rates', 'Banking and Financial Institutions']"
