headline,date,doc_type,material_type,section,keywords
$2.6 Million Homes in California,2021-05-24,article,News,,['Real Estate and Housing (Residential)']
Is the Bitcoin Craze Coming for Your 401(k)?,2021-05-25,article,Op-Ed,,"['Bitcoin (Currency)', 'Virtual Currency', '401(k), 403(b) and 457 Plans', 'United States Economy', 'Stocks and Bonds']"
Their Olympics Are Already Canceled,2021-05-29,article,News,,"['Olympic Games (2020)', 'Collectors and Collections', 'Memorabilia and Souvenirs']"
A Curated Ear or Two,2021-05-23,article,News,,"['Jewels and Jewelry', 'Body Piercing', 'your-feed-fashion']"
An Alternate Reality for the WarnerMedia Deal,2021-05-24,article,News,,"['Mergers, Acquisitions and Divestitures', 'Bitcoin (Currency)', 'Special Purpose Acquisition Companies (SPAC)']"
‘It’s Not Enough’: Living Through a Pandemic on $100 a Week,2021-05-24,multimedia,Interactive Feature,,"['Unemployment', 'Labor and Jobs', 'Economic Conditions and Trends', 'Immigration and Emigration', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Unemployment Insurance']"
A New Demographic Surprise for California: Population Loss,2021-05-07,article,News,,"['Population', 'Coronavirus (2019-nCoV)', 'Immigration and Emigration', 'Deaths (Fatalities)', 'Birth Rates', 'Census']"
"First Look: The New iMac Makes a Statement, but It’s Missing Some Features",2021-05-20,wirecutterarticle,,,[]
What to Know About ‘Spiral’ and the ‘Saw’ Franchise,2021-05-14,article,News,,['Movies']
A Historic Brooklyn Mansion Goes on the Market for $30 Million,2021-05-28,article,News,,"['Historic Buildings and Sites', 'Real Estate and Housing (Residential)', 'Real Estate (Commercial)']"
