headline,date,doc_type,material_type,section,keywords
"For Exchanges North of Border, A Fresh Fraud",1997-05-06,article,News,,"['Frauds and Swindling', 'Mines and Mining', 'Securities and Commodities Violations', 'Gold', 'Stocks and Bonds', 'Regulation and Deregulation of Industry']"
"Shares of Bre-X Plummet, Becoming Nearly Worthless",1997-05-07,article,News,,"['Frauds and Swindling', 'Mines and Mining', 'Finances', 'Gold']"
Bre-X Files For Bankruptcy,1997-05-09,article,News,,"['Suspensions, Dismissals and Resignations', 'Frauds and Swindling', 'Mines and Mining', 'Finances', 'Gold', 'Biographical Information', 'Bankruptcies']"
"Candy's Sweet, Debate Bitter",1997-05-04,article,News,,[]
Northern Exposure,1997-05-06,article,News,,"['Frauds and Swindling', 'Securities and Commodities Violations', 'Stocks and Bonds']"
The Famous and Rich Get Taken for a Ride,1997-05-09,article,,,[]
CHATTEM TO BUY ASSETS OF SUNSOURCE INTERNATIONAL,1997-05-24,article,News,,"['Mergers, Acquisitions and Divestitures']"
"Clinton's Choice: Press the Swiss, or Close Books",1997-05-09,article,An Analysis; News Analysis,,"['United States International Relations', 'Gold', 'NAZI POLICIES TOWARD JEWS AND OTHER MINORITIES', 'SWITZERLAND-INTERNATIONAL RELATIONS-US', 'Art', 'Banks and Banking']"
"Bre-X: From Rags to Riches, Back to Rags",1997-05-06,article,News,,"['Frauds and Swindling', 'Mines and Mining', 'Gold']"
Demigods in Pinstripes,1997-05-15,article,Op-Ed,,[]
