headline,date,doc_type,material_type,section,keywords
A New Set of Knees Comes at a Price: A Whole Lot of Pain,2005-02-08,article,News,,[]
Contractor posts a loss,2005-02-25,article,News,,[]
Something in the Air: Inflation,2005-02-06,article,News,,"['Recession and Depression', 'United States Economy', 'Prices (Fares, Fees and Rates)', 'Interest Rates', 'Economic Conditions and Trends', 'Banks and Banking']"
Cuff Love,2005-02-20,article,News,,"['Jewels and Jewelry', 'APPAREL']"
World's Top Gymnasts Come to Coliseum,2005-02-20,article,News,,"['Gymnastics', 'American Cup (Gymnastics)']"
EBay Alters Sellers' Fees and Adds Support,2005-02-07,article,News,,"['Electronic Mail', 'Auctions', 'Prices (Fares, Fees and Rates)', 'RETAIL STORES AND TRADE', 'Computers and the Internet']"
Briefs: Apple to split its shares,2005-02-12,article,News,,[]
"Self-indulgence, Thai style",2005-02-28,article,News,,[]
"Sticker Shock in the Showroom, This Time for Goods Without Wheels",2005-02-10,article,News,,"['Home Appliances', 'Prices (Fares, Fees and Rates)', 'RETAIL STORES AND TRADE']"
Condo Fever Turns Buyers Into Early Birds,2005-02-03,article,News,,"['Condominiums', 'Housing', 'Prices (Fares, Fees and Rates)', 'Real Estate']"
