headline,date,doc_type,material_type,section,keywords
Massacre at Centralia,2014-09-30,article,News,,['Civil War (US) (1861-65)']
"Class Interests and Monetary Policy, Take II",2014-09-02,article,News,,[]
"Hedge Funds Lose Calpers, and More",2014-09-26,article,News,,"['Hedge Funds', 'Pensions and Retirement Plans', 'Prices (Fares, Fees and Rates)']"
Defaced World War I Memorial in Brooklyn Is Rebuilt,2014-09-11,article,News,,"['World War I (1914-18)', 'Monuments and Memorials (Structures)']"
Start-Ups Accrue Funding in Case of Leaner Times,2014-09-01,article,News,,"['Computers and the Internet', 'Start-ups', 'Venture Capital']"
India Official Found Guilty of Corruption,2014-09-27,article,News,,"['Corruption (Institutional)', 'Sentences (Criminal)']"
"What You Get for ... $2,000,000",2014-09-24,article,News,,['Real Estate and Housing (Residential)']
Battling a Neighbor’s Runoff,2014-09-13,article,News,,"['Real Estate and Housing (Residential)', 'Renting and Leasing (Real Estate)', 'Plumbing', 'Cooperatives', 'Noise']"
A Rare Arctic Land Sale Stokes Worry in Norway,2014-09-27,article,News,,"['Land Use Policies', 'Foreign Investments', 'Global Warming', 'Oil (Petroleum) and Gasoline', 'Natural Gas', 'Reserves (Natural Resources)', 'Coal']"
Morning Agenda: Devices Fuel Subprime Auto Boom,2014-09-25,article,News,,[]
