headline,date,doc_type,material_type,section,keywords
CURRENCY MARKETS Dollar Loses Ground; Gold Climbs in Europe,1980-09-18,article,Archives,,[]
CURRENCY MARKETS Gold Posts Strong Gain; Dollar Falls in New York; Comex Gold Up $10 an Ounce Persistent Inflation Seen ,1980-09-11,article,Archives,,[]
Gold and Silver Plunge; Sell-Off by Speculators ,1980-09-16,article,Archives,,[]
CURRENCY MARKETS; Gold Hovers Near $670; Dollar Declines Slightly Lack of War News Cited ,1980-10-01,article,Archives,,[]
CURRENCY MARKETS Gold Drops in New York; Dollar Off Against Yen,1980-09-27,article,Archives,,[]
CURRENCY MARKETS Gold Up Sharply in U.S.; Dollar Off Against Yen; Heavy Middle East Selling,1980-09-17,article,Archives,,[]
CURRENCY MARKETS Oil Worries Push Gold Past $680; Dollar Declines; $4-a-Barrel Increase Dollar Off in Canada ,1980-09-09,article,Archives,,[]
COMMODITIES Cotton Futures Plunge; Gold and Silver Surge; Grain Prices Fall ,1980-09-05,article,Archives,,[]
CURRENCY MARKETS Gold and Silver Increase; Pound Hits 5 -Year High,1980-09-05,article,Archives,,[]
World Gold,1980-09-30,article,Archives,,[]
