headline,date,doc_type,material_type,section,keywords
Inquiry Finds No Evidence Of Leak to Ex-Fed Governor,1994-06-16,article,News,,['DISCLOSURE OF INFORMATION']
HOUSE PROUD,1994-06-09,article,News,,"['Housing', 'Architecture']"
Cutbacks Peril Miami's Citizenship Events,1994-06-24,article,News,,['Citizenship']
Stocks Mixed in Light Pre-Holiday Trading,1994-06-30,article,News,,"[""STANDARD & POOR'S STOCK INDEX"", 'Stocks and Bonds', 'Dow Jones Stock Average']"
"Stocks Lose Ground, With Dow Off 15.86",1994-06-29,article,News,,"['Stocks and Bonds', 'Dow Jones Stock Average']"
"Oil Surges Past $20 a Barrel, Depressing Stocks",1994-06-18,article,News,,"['United States Economy', 'PRICES', 'Oil (Petroleum) and Gasoline', 'Stocks and Bonds']"
BUSINESS DIGEST,1994-06-23,article,Summary,,['NO INDEX TERMS']
Bond Yields Increase as Dollar Falls,1994-06-22,article,News,,"['Finances', 'Interest Rates', 'Credit', 'Government Bonds']"
Dow Jumps 48.56 as Dollar Stabilizes,1994-06-28,article,News,,"['Currency', 'Stocks and Bonds', 'Dow Jones Stock Average']"
"COMPANY NEWS;
Pat Robertson Group Will Buy Ice Capades",1994-06-09,article,News,,"['Mergers, Acquisitions and Divestitures', 'Appointments and Executive Changes']"
