headline,date,doc_type,material_type,section,keywords
"BUSINESS DIGEST: WEDNESDAY, JUNE 10, 1981",1981-06-10,article,Summary,,['NO INDEX TERMS']
"Business Digest; FRIDAY, JUNE 12, 1981; The Economy",1981-06-12,article,News,,['NO INDEX TERMS']
"Business Digest; FRIDAY, JUNE 26, 1981; The Economy",1981-06-26,article,News,,['NO INDEX TERMS']
"Business Digest; THURSDAY, JUNE 11, 1981; The Economy",1981-06-11,article,News,,['NO INDEX TERMS']
Amcon Increases Newmont Holding,1981-06-04,article,News,,['Stocks and Bonds']
Newmont Stake,1981-06-02,article,News,,"['Mergers, Acquisitions and Divestitures', 'Stocks and Bonds']"
Equity's New President Reactivates Old Mines,1981-06-04,article,News,,"['Appointments and Executive Changes', 'Biographical Information']"
Numismatics; PAPER MONEY IS MAKING SOME IMPRESSIVE GAINS,1981-06-21,article,News,,['Numismatics']
A GOLDEN OPPORTUNITY BUT TIME IS LIMITED,1981-06-07,article,News,,"['Jewels and Jewelry', 'ADVERTISING', 'MISLEADING AND DECEPTIVE ADVERTISING', 'PRICES', 'Consumer Protection']"
"News Summary; SUNDAY, JUNE, 7, 1981",1981-06-07,article,News,,['NO INDEX TERMS']
