headline,date,doc_type,material_type,section,keywords
Shelling Out for Shreds of a Family's Mantle,1996-12-29,article,News,,"['Design', 'NINETEEN HUNDRED NINETY-SIX', 'Art']"
NEW YORKERS & CO.,1996-12-08,article,News,,['RETAIL STORES AND TRADE']
"Legally, Now, Venezuelans to Mine Fragile Lands",1996-12-08,article,News,,"['Mines and Mining', 'Gold', 'Diamonds']"
"The $13,900 Model (No, It's Not a Car)",1996-12-01,article,News,,['Ovens and Stoves']
Brooklyn Prosecutor Seeks Death Penalty in a 2d Case,1996-12-12,article,News,,"['Robberies and Thefts', 'Murders and Attempted Murders', 'Capital Punishment']"
1854 West End Theater Reopens,1996-12-01,article,News,,"['Historic Buildings and Sites', 'LYCEUM (LONDON THEATER)', 'Restoration and Rehabilitation', 'Theater']"
Europe Should Follow New Zealand's Example,1996-12-17,article,,,[]
"Casual Remarks? Hardly, Mr. Greenspan",1996-12-10,article,Op-Ed,,"['United States Economy', 'Credit', 'Stocks and Bonds']"
Housing Sales Show New Life With Good Year,1996-12-25,article,News,,"['Sales', 'Records and Achievements', 'Housing', 'Prices (Fares, Fees and Rates)']"
"Delivery Isn't Guaranteed, but Stamps Are Turning Profits",1996-12-15,article,News,,"['Collectors and Collections', 'Stamps (Postal)']"
