headline,date,doc_type,material_type,section,keywords
CREDIT MARKETS;Bond Prices Post Gains; Trading Light,1996-02-13,article,News,,"['Finances', 'Interest Rates', 'Government Bonds']"
Gold Casts Shadow on Credit Market,1996-02-05,article,,,[]
Market Place;A Stock-Trading Seat Is More And A Gold-Trading Seat Less These Days,1996-02-06,article,News,,"['COMPANY ANDORGANIZATION PROFILES', 'Prices (Fares, Fees and Rates)', 'Stocks and Bonds']"
More Card Holders Get the Gold Treatment,1996-02-11,article,News,,['CREDIT CARDS AND ACCOUNTS']
CREDIT MARKETS;Treasury Issues End Day Mixed,1996-02-08,article,News,,"['Finances', 'Government Bonds']"
FUTURES MARKETS;Soybean Prices Turn Down As Demand Is Surprisingly Low,1996-02-08,article,News,,"['Futures and Options Trading', 'Prices (Fares, Fees and Rates)', 'Soybeans']"
CREDIT MARKETS;Refunding Dominates Trading,1996-02-06,article,News,,"['Finances', 'Interest Rates', 'Government Bonds']"
FUTURES MARKETS;Oil Prices Drop on Suggestion Iraq May Accept Export Terms,1996-02-24,article,News,,"['International Trade and World Market', 'FUTURESAND OPTIONS TRADING', 'Oil (Petroleum) and Gasoline', 'Prices (Fares, Fees and Rates)']"
Sports of The Times;Paying A High Price For Stardom,1996-02-14,article,News,,"['Ice Skating', 'Figure Skating']"
Olympics Panel Wants to Rein In High-Priced Ticket Brokers,1996-02-11,article,News,,"['Prices (Fares, Fees and Rates)', 'Suits and Litigation', 'SUMMER GAMES (OLYMPICS)', 'Olympic Games (1996)', 'Brokers and Brokerage Firms']"
