headline,date,doc_type,material_type,section,keywords
Briefs,1981-08-01,article,News,,['NO INDEX TERMS']
THE GLITTER JACKET,1981-07-25,article,News,,['APPAREL']
Companies,1981-07-01,article,News,,['NO INDEX TERMS']
"HOT TIMES IN HYDROPOWER, WITH A LITTLE HELP FROM CONGRESS",1981-07-12,article,News,,"['Water', 'Electric Light and Power']"
"TUESDAY, JULY 7, 1981; Companies",1981-07-07,article,News,,['NO INDEX TERMS']
EXPLORING THE SLIPPERY PATH TO ECONOMIC SUMMIT OF '81,1981-07-05,article,Interview,,"['International Relations', 'International Trade and World Market', 'United States Economy', 'UNITED STATES INTERNATIONAL TRADE', 'UNITED STATE INTERNATIONAL RELATIONS', 'Economic Conditions and Trends']"
"Discoveries; BACK RUBS, OTHER EXERCISES AND TIMELY STUFF; Massage T-Shirt",1981-07-22,article,News,,"['Florists', 'Watches and Clocks', 'Flowers and Plants', 'Exercise', 'APPAREL']"
Notes On Fashion,1981-07-14,article,News,,"['Parties (Social)', 'APPAREL']"
"Business Digest; THURSDAY, JULY 9, 1981; International",1981-07-09,article,News,,['NO INDEX TERMS']
"WEDNESDAY, JULY 8, 1981; The Economy",1981-07-08,article,News,,['NO INDEX TERMS']
