headline,date,doc_type,material_type,section,keywords
"Business Digest; SATURDAY, MAY 30, 1981; The Economy",1981-05-30,article,News,,['NO INDEX TERMS']
"FRIDAY, MAY 22, 1981; The Economy",1981-05-22,article,News,,['NO INDEX TERMS']
"Business Digest; THURSDAY, MAY 14, 1981; The Economy",1981-05-14,article,News,,['NO INDEX TERMS']
"Business Digest; THURSDAY, MAY 28, 1981; The Economy",1981-05-28,article,News,,['NO INDEX TERMS']
SILVER SHAKY ON WORRY ABOUT HUNTS,1981-05-28,article,News,,"['PRICES', 'Silver']"
COMMODITIES MARKETS IN THE DOLDRUMS,1981-05-20,article,News,,['FUTURES TRADING']
FINANCIAL MARKETS IN FRANCE BATTERED BY VOTING OUTCOME,1981-05-12,article,News,,"['Gold', 'Currency', 'Politics and Government', 'Smuggling', 'Elections']"
REAGAN TELLS SUZUKI HE PLANS TO CONSULT ON IMPORTANT ISSUES,1981-05-08,article,News,,"['UNITED STATE INTERNATIONAL RELATIONS', 'Boycotts', 'Grain']"
"THE CAREFUL SHOPPER;
Craft Supplies At Stratford",1981-05-03,article,News,,"['APPAREL', 'RETAIL STORES AND TRADE']"
"Numismatics;
DEALERS PUT UP A FIGHT",1981-05-17,article,News,,"['Numismatics', 'Awards, Decorations and Honors', 'Biographical Information', 'Auctions']"
