headline,date,doc_type,material_type,section,keywords
Corn and Soybeans Drop; Crude Oil Prices Also Fall,1988-07-09,article,News,,"['Corn', 'PRICES', 'Oil (Petroleum) and Gasoline', 'FUTURES TRADING', 'Grain']"
GAF Is Charged In Stock-Price Case,1988-07-10,article,News,,['United States Economy']
Horse Racing Notebook; A High-Priced Colt Proves His Worth,1988-07-29,article,News,,"['Horse Racing', 'SEATTLE SLEW (HORSE)', 'HOUSTON (HORSE)', 'THOROUGHBRED RACING', 'SMART ANGLE (HORSE)']"
East German Sports System: The State Goes for the Gold,1988-07-03,article,Series,,"['Surveys and Series', 'Children and Youth', 'DRUG ADDICTION AND ABUSE', 'Olympic Games', 'Athletics and Sports']"
"INVESTING;
Surprising Strength of Mutual Funds",1988-07-17,article,News,,['TERMS NOT AVAILABLE']
"The Dollar Rises, Despite Opposition",1988-07-03,article,News,,['United States Economy']
Dollar Rises Against Mark To Reach 11-Month High,1988-07-15,article,News,,"['INTERNATIONAL MONETARY SYSTEM', 'Currency']"
Dollar Up Overseas on News of Airliner Disaster,1988-07-05,article,News,,"['United States International Relations', 'Airlines and Airplanes', 'International Relations', 'INTERNATIONAL MONETARY SYSTEM', 'Gold', 'Currency', 'UNITED STATES ARMAMENT AND DEFENSE']"
BUSINESS DIGEST,1988-07-26,article,Summary,,[]
"NUMISMATICS;
Copies of the Gershwin Medal Are Now Available",1988-07-31,article,News,,"['MEDALS AND MEDALLIONS', 'Music']"
