headline,date,doc_type,material_type,section,keywords
Take Two: Cindy Crawford vs. Neil deGrasse Tyson,2015-10-21,multimedia,Interactive Feature,,"['Space and Astronomy', 'Models (Professional)']"
"Hotel and Resort News: Two Views of Japan, on the Ice in Las Vegas",2015-10-20,article,News,,['Travel and Vacations']
Woman Among the Baymen ,2015-10-23,article,News,,"['Clams', 'Fishing, Commercial']"
Springtime for Grifters,2015-10-30,article,Op-Ed,,"['Presidential Election of 2016', 'United States Politics and Government', 'Debates (Political)']"
‘Pan’ Bombs at the Box Office,2015-10-11,article,News,,['Movies']
Growing Families That Stay Put,2015-10-23,article,News,,"['Real Estate and Housing (Residential)', 'Families and Family Life', 'Children and Childhood']"
"T. Boone Pickens, Texas Corporate Raider",2015-10-16,multimedia,Interactive Feature,,"['Mergers, Acquisitions and Divestitures', 'Oil (Petroleum) and Gasoline', 'Energy and Power', 'Wind Power', 'Natural Gas']"
Change is Good,2015-10-04,article,News,,['Crossword Puzzles']
Letting the Frame Speak for the Artist and the Era,2015-10-28,article,News,,"['Art', 'Museums']"
Restaurant Review: Anaya Sushi in New Haven Caters to Students,2015-10-01,article,Review,,"['Restaurants', 'Sushi']"
