headline,date,doc_type,material_type,section,keywords
French Revolution in Potatoes Comes to America,1996-09-25,article,News,,"['Restaurants', 'Cooking and Cookbooks', 'Recipes', 'Potatoes']"
Moschino's New Store: Down the Rabbit Hole,1996-09-12,article,News,,"['Interior Design', 'Biographical Information', 'APPAREL', 'RETAIL STORES AND TRADE']"
Judge Attacks Ballot System's Failures,1996-09-21,article,News,,"['Legislatures and Parliaments', 'Courts', 'Suits and Litigation', 'Elections', 'Decisions and Verdicts', 'PRIMARIES']"
But Can It Conduct A White House Tour?,1996-09-01,article,News,,['Dolls']
South African Blacks Buy Into Industry,1996-09-24,article,News,,"['Blacks', 'Black People', 'Politics and Government', 'Corporations', 'Economic Conditions and Trends']"
The Best Days Out On The Town: Rome,1996-09-22,article,News,,['Travel and Vacations']
Big Canadian Merger Plan For Developer,1996-09-11,article,News,,['Appointments and Executive Changes']
Metro Digest,1996-09-11,article,Summary,,[]
New York's Warped Election Process,1996-09-12,article,Editorial,,"['Courts', 'Editorials', 'Elections', 'PRIMARIES']"
"Just a Little Inflation, And Everybody's Happy",1996-09-08,article,News,,"['United States Economy', 'Prices (Fares, Fees and Rates)']"
