headline,date,doc_type,material_type,section,keywords
BUSINESS DIGEST,1989-12-30,article,Summary,,['NO INDEX TERMS']
BUSINESS DIGEST,1989-12-16,article,Summary,,['NO INDEX TERMS']
BUSINESS DIGEST,1989-12-04,article,Summary,,['NO INDEX TERMS']
BUSINESS DIGEST,1989-12-12,article,Summary,,['NO INDEX TERMS']
Pastimes; Coins,1989-12-17,article,News,,"['Ships and Shipping', 'Numismatics']"
"For Table Tops, Items That Aspire to Be Art",1989-12-21,article,News,,['Tableware']
"Style Makers;
Melissa Panage, Computer-Jewelry Design",1989-12-03,article,News,,['Jewels and Jewelry']
Gifts Bearing Touches Of Their Creator,1989-12-03,article,News,,['Handicrafts']
By Design; Dressed-Up T-Shirts,1989-12-05,article,News,,['APPAREL']
BUSINESS DIGEST,1989-12-14,article,Summary,,['NO INDEX TERMS']
