headline,date,doc_type,material_type,section,keywords
"A Real Estate Boom, Powered by Pot",2017-04-01,article,News,,"['Marijuana', 'Medical Marijuana', 'Shopping Centers and Malls', 'Real Estate (Commercial)', 'Law and Legislation']"
"Testing the Limits of Trust, and Sushi, at Sugarfish",2017-03-21,article,Review,,"['Restaurants', 'Sushi']"
Artistry Is Easy to Overlook Amid Figure Skating’s Aerial Exploits,2017-03-30,article,News,,"['Figure Skating', 'World Figure Skating Championships']"
A Paris Jeweler Assesses Its 404-Year History to Move Ahead,2017-03-24,article,News,,['Jewels and Jewelry']
Jeweler Known for Couture Sets His Sights on New York,2017-03-24,article,News,,['Jewels and Jewelry']
House Hunting in ... Munich,2017-03-22,article,News,,['Real Estate and Housing (Residential)']
Erick Erickson: Don’t Try to Fix Obamacare. Abolish It.,2017-03-15,article,Op-Ed,,"['United States Politics and Government', 'Patient Protection and Affordable Care Act (2010)', 'Health Insurance and Managed Care']"
Bulgari Sets Record for Thinnest Self-Winding Watch,2017-03-27,article,News,,"['Watches and Clocks', 'Jewels and Jewelry']"
"150 Years After Sale of Alaska, Some Russians Have Second Thoughts",2017-03-30,article,News,,"['Indigenous People', 'International Relations']"
Historic Bank Building Near City Hall Becoming Condos,2017-03-31,article,News,,"['Real Estate and Housing (Residential)', 'Historic Buildings and Sites']"
