headline,date,doc_type,material_type,section,keywords
"Now, Liquid Gold Comes in Bottles; Marketers Find a No-Frills Rival to Soda",1998-01-20,article,News,,[]
SHOPPING WITH: Dineh Mohajer; How Sweet It Is To Turn Blue Into Gold,1998-01-18,article,Biography,,"['COSMETICS', 'Biographical Information']"
Scandals Can Hurt Bulls and Presidents,1998-01-25,article,News,,"['Presidents and Presidency (US)', 'Watergate Affair', 'Stocks and Bonds']"
MUTUAL FUNDS; When Going Against the Grain Works Against a Fund,1998-01-25,article,News,,"['Stocks and Bonds', 'Finances', 'Mutual Funds']"
COMPANY BRIEFS,1998-01-01,article,News,,[]
When Merchandise Imitates Ad Copy,1998-01-13,article,News,,"['Subways', 'Jewels and Jewelry', 'Gold', 'Transit Systems']"
1997 HIGHLIGHTS,1998-01-05,article,News,,[]
High Costs and High Expectations,1998-01-30,article,News,,"['Finances', 'WINTER GAMES (OLYMPICS)', 'OLYMPIC GAMES (1998)']"
"Before Dust Jackets, in Book Binding's Gilded Age",1998-01-18,article,Review,,"['Reviews', 'Books and Literature', 'RARE BOOKS']"
"Lia Manoliu, 65, Olympian And Romanian Sports Figure",1998-01-11,article,Obituary; Biography,,"['Biographical Information', 'Deaths (Obituaries)']"
