headline,date,doc_type,material_type,section,keywords
"Pop-Ups, Sample Sales and Other Events Starting Oct. 31",2013-10-30,article,News,,"['Fashion and Apparel', 'Shopping and Retail']"
Edmund de Waal: ‘Atemwende’,2013-10-10,article,Review,,['Art']
"In France, an E-Cigarette Bubble?",2013-10-21,article,News,,"['Smoking and Tobacco', 'Small Business']"
Aiming for Truly Sustainable Buildings,2013-11-01,article,News,,"['Leadership in Energy and Environmental Design (LEED)', 'Real Estate and Housing (Residential)', 'Energy Efficiency', 'Sustainable Living']"
Apple Targets Microsoft Office With Free Apps,2013-10-22,article,News,,"['iPad', 'Tablet Computers', 'Mobile Applications', 'Software']"
Heirs Press Austria to Return Looted Klimt Frieze,2013-10-15,article,News,,"['Arts and Antiquities Looting', 'Art']"
Hydrangea Hyperbole at New York Botanical Garden,2013-10-31,article,News,,"['Art', 'Antiques']"
"To Delight Stamp Collectors, Postal Service Turns a Famous Mistake Upside Down",2013-10-07,article,News,,"['Postal Service and Post Offices', 'Stamps (Postal)', 'Collectors and Collections', 'Hobbies']"
"Fall Fashion Trends: Jewelry, and Skirts that Flutter",2013-10-23,article,News,,"['Fashion and Apparel', 'Shopping and Retail', 'Jewels and Jewelry', 'Lingerie and Underwear']"
Wheelies: The Man’s Best Friend Edition,2013-10-09,article,News,,"['Antique and Classic Cars', 'Automobile Safety Features and Defects', 'Automobiles', 'Dogs']"
