headline,date,doc_type,material_type,section,keywords
Sporty or Chic? It's Her Choice,2011-11-24,article,News,,"['Watches and Clocks', 'Fashion and Apparel']"
Canvas Opens a Chelsea Location,2011-11-17,article,News,,['Interior Design and Furnishings']
Caravans Between Covers,2011-11-16,article,News,,"['Books and Literature', 'Art', 'Antiques']"
Anglo American in Deal to Take Control of De Beers,2011-11-04,article,News,,"['Mergers, Acquisitions and Divestitures']"
"At C. Wonder, Something Feels Familiar",2011-11-29,article,Review,,"['Shopping and Retail', 'Fashion and Apparel']"
Serious Teapots for Serious Drinkers,2011-11-21,article,News,,"['Luxury Goods', 'Gifts']"
Designer Lipstick: A New Splurge,2011-11-09,article,News,,"['Shopping and Retail', 'Cosmetics and Toiletries', 'Luxury Goods']"
"Special Election in Iowa Will, G.O.P. Hopes, Cement Grip on Power",2011-11-01,article,News,,"['State Legislatures', 'Same-Sex Marriage, Civil Unions and Domestic Partnerships', 'Elections']"
"$71 Million in Art Is Sold at Phillips, Near Low Estimate",2011-11-08,article,News,,"['Art', 'Auctions', 'Collectors and Collections']"
Ristretto | Woodsman Tavern,2011-11-25,article,News,,"['Alcoholic Beverages', 'Cocktails', 'Coffee']"
