headline,date,doc_type,material_type,section,keywords
"Cote, an Upscale Korean Barbecue Steak House, Opens in the Flatiron District",2017-06-06,article,News,,['Restaurants']
Art Gallery Closures Grow for Small and Midsize Dealers,2017-06-25,article,News,,"['Art', 'Collectors and Collections', 'Shutdowns (Institutional)']"
A New Lure for Spa Customers? A Salt Cave,2017-06-14,article,News,,"['Salt', 'Spas', 'Caves and Caverns', 'Entrepreneurship']"
Why Troubles at a Midsize Italian Bank Worry the E.U.,2017-06-01,article,News,,['Banking and Financial Institutions']
"When Mom and Pop Can’t Sell the Farm (or in This Case, the Theme Park)",2017-06-15,article,News,,"['Amusement and Theme Parks', 'Retirement', 'Family Business']"
"Critics Want Christie’s State House Repairs Halted. Governor Says, ‘I Don’t Care.’",2017-06-08,article,News,,['Restoration and Renovation']
The Internet Is Where We Share — and Steal — the Best Ideas,2017-06-06,article,News,,"['Computers and the Internet', 'Copyrights and Copyright Violations', 'Social Media']"
How Much for This Jeroboam? For This Famous Chef? Food Festivals Lure the Wealthy,2017-06-30,article,News,,"['Wines', 'Chefs', 'Food', 'High Net Worth Individuals', 'Auctions']"
"Tonya Harding, Tragic Muse? More Works Explore a Skating Scandal",2017-06-12,article,News,,"['Theater', 'Movies', 'Documentary Films and Programs', 'Art', 'Figure Skating']"
Colorado Man Is Second to Die in Quest for Buried Treasure,2017-06-21,article,News,,"['Treasure Troves', 'Parks and Other Recreation Areas', 'Deaths (Fatalities)']"
