headline,date,doc_type,material_type,section,keywords
World Gold,1979-09-27,article,Archives,,[]
World Gold,1979-09-05,article,Archives,,[]
World Gold,1979-09-26,article,Archives,,[]
World Gold,1979-09-21,article,Archives,,[]
World Gold,1979-09-08,article,Archives,,[]
World Gold,1979-09-07,article,Archives,,[]
World Gold,1979-09-13,article,Archives,,[]
Economic Scene,1979-09-21,article,Archives,,"['Gold', 'Currency', 'INTERNATIONAL MONETARY SYSTEM']"
Gold Traders' Hectic World,1979-09-24,article,Archives,,['Gold']
Miller Makes Bid For Energy Policy,1979-09-12,article,Archives,,"['Economic Conditions and Trends', 'Currency', 'INTERNATIONAL MONETARY SYSTEM', 'Energy and Power']"
