headline,date,doc_type,material_type,section,keywords
Dollar Falls in Europe On Fears of OPEC Rise,1979-03-27,article,Archives,,"['Oil (Petroleum) and Gasoline', 'International Trade and World Market', 'Currency', 'INTERNATIONAL MONETARY SYSTEM']"
COMMODITIES,1979-03-10,article,Archives,,[]
Unrecorded Aliens Cost New York City Millions,1979-03-19,article,Archives,,"['LABOR', 'UNEMPLOYMENT AND JOB MARKET', 'POPULATION AND VITAL STATISTICS', 'Economic Conditions and Trends']"
COMMODITIES,1979-03-31,article,Archives,,[]
BUSINESS Digest,1979-03-30,article,Archives,,[]
BUSINESS Digest,1979-03-06,article,Archives,,"['STOCKS AND BONDS (GENERAL)', 'STOCK PRICES AND TRADING VOLUME']"
COMMODITIES,1979-03-30,article,Archives,,[]
BUSINESS Digest,1979-03-09,article,Archives,,[]
BUSINESS Digest,1979-03-28,article,Archives,,[]
BUSINESS Digest,1979-03-29,article,Archives,,[]
