headline,date,doc_type,material_type,section,keywords
BILL BLASS: A TIME TO SHARE,1981-04-28,article,News,,"['Women', 'APPAREL']"
The Economy,1981-04-29,article,News,,['NO INDEX TERMS']
"TUESDAY, APRIL 14, 1981; The Economy",1981-04-14,article,News,,['NO INDEX TERMS']
Viola Starts With; His Hands Full,1981-04-05,article,News,,"['Appointments and Executive Changes', 'Politics and Government', 'Economic Conditions and Trends']"
A SHOW OF 'MADE IN NEW JERSEY',1981-04-19,article,News,,"['Antiques', 'EXPOSITIONS AND FAIRS']"
by Terry Robards,1981-04-30,article,News,,['Wines']
"Business Digest; THURSDAY, APRIL 30, 1981; The Economy",1981-04-30,article,News,,['NO INDEX TERMS']
HOLLYWOOD'S OLD MOVIES ARE FADING FAST,1981-04-05,article,News,,"['MOTION PICTURES', 'Restoration and Rehabilitation', 'Photography']"
"TUESDAY, APRIL 21, 1981; The Economy",1981-04-21,article,News,,['NO INDEX TERMS']
"DOW RETREATS BELOW 1,000",1981-05-01,article,News,,"['Stocks and Bonds', 'Dow Jones Stock Average', 'STOCK PRICES AND TRADING VOLUME']"
