headline,date,doc_type,material_type,section,keywords
Skip Away Again Captures Gold Cup,1997-10-19,article,News,,"['Horse Racing', 'JOCKEY CLUB GOLD CUP']"
Creating Moods With Gold Drapes and Terry Cloth,1997-10-12,article,News,,"['Biographical Information', 'Theater']"
Skip Away vs. Siphon In Jockey Club Gold Cup,1997-10-17,article,News,,"['Horse Racing', ""Breeders' Cup (Horse Race)""]"
How the Stars of '87 Have Faded,1997-10-05,article,News,,"['Mutual Funds', 'Stocks and Bonds']"
WALL STREET FAILS TO BUILD ON RALLY SEEN IN HONG KONG,1997-10-25,article,News,,"['Finances', 'Stocks and Bonds', 'Economic Conditions and Trends', 'Dow Jones Stock Average']"
"Personal Shopper; Still Lifes, With Fruit and Bowls",1997-10-16,article,News,,"['Tableware', 'Fruit']"
Police Say 10 in Gang Attacked Bronx Girls,1997-10-31,article,News,,"['Robberies and Thefts', 'Assaults', 'Gangs']"
"Market Place; Just in time for the millennium: an issue of 1,000-year bonds.",1997-10-08,article,News,,['Stocks and Bonds']
Tours to Panama: Strenuous and Less So,1997-10-26,article,News,,"['Birds', 'Travel and Vacations']"
BUSINESS DIGEST,1997-11-01,article,Summary,,[]
