headline,date,doc_type,material_type,section,keywords
Loeb Takes On Sony,2013-05-14,article,News,,[]
A Sensation That You’ve Had Before,2013-05-17,article,News,,['Fashion and Apparel']
Should Governments Cash In on Smokers?,2013-05-10,article,News,,"['Sales and Excise Taxes', 'Smoking and Tobacco']"
"Up, Up and Away",2013-05-25,article,News Analysis,,"['Helium', 'Shortages', 'Prices (Fares, Fees and Rates)']"
This Week in Small Business: The Van Halen Principle,2013-05-06,article,News,,"['Entrepreneurship', 'Small Business', 'Start-ups', 'United States Economy']"
TowerBrook to Purchase True Religion Apparel for $835 Million,2013-05-10,article,News,,"['Jeans (Apparel)', 'Mergers, Acquisitions and Divestitures']"
Land of the Rising Sums,2013-05-10,article,News,,[]
House Hunting in ... Morocco,2013-05-22,article,News,,['Real Estate and Housing (Residential)']
"For Sale: A Madoff Home With a Pool, and Shadows",2013-05-27,article,News,,"['Real Estate and Housing (Residential)', 'Ponzi and Pyramid Schemes']"
Home on the High Line,2013-05-17,article,News,,"['Real Estate and Housing (Residential)', 'High Line (NYC)', 'Condominiums']"
