headline,date,doc_type,material_type,section,keywords
INFLATION GETS BACK TO NORMAL,1985-01-06,article,News,,['TERMS NOT AVAILABLE']
"Business Digest;   TUESDAY, JANUARY 22, 1985",1985-01-22,article,Summary,,['TERMS NOT AVAILABLE']
"NUMISMATICS;

THE GOLDEN YEARS OF THE COLLECTOR'S HOBBY",1985-01-13,article,News,,['TERMS NOT AVAILABLE']
"NUMISMATICS;

THREE COINS PROPOSED FOR THE STATUE OF LIBERTY",1985-01-20,article,News,,"['Numismatics', 'Law and Legislation', 'Statue of Liberty', 'PRICES']"
NOTES ON FASHION,1985-01-01,article,News,,['RETAIL STORES AND TRADE']
Market Place;   Energy Stocks Played Down,1985-01-10,article,News,,"['Oil (Petroleum) and Gasoline', 'INVESTMENT STRATEGIES', 'Stocks and Bonds', 'STOCK PRICES AND TRADING VOLUME']"
"BUSINESS DIGEST TUESDAY, JANUARY 1, 1985",1985-01-01,article,Summary,,['TERMS NOT AVAILABLE']
  FROM SUN AND SUGAR AN ISLAND BREW,1985-01-27,article,News,,['TERMS NOT AVAILABLE']
IMPLANT DEVICE AIDS THE DEAF,1985-01-27,article,News,,"['Ears and Hearing', 'Surgery and Surgeons', 'Implants']"
"THURSDAY, JANUARY 3, 1985   Companies",1985-01-03,article,Summary,,['TERMS NOT AVAILABLE']
