headline,date,doc_type,material_type,section,keywords
COMEX VOTES TO REMOVE PRICE LIMITS ON METALS,1987-05-30,article,News,,"['Metals and Minerals', 'Copper, Brass and Bronze', 'FUTURES TRADING', 'Gold', 'Aluminum', 'Silver']"
Platinum Leads Decline In Precious Metal Prices,1987-05-14,article,News,,"['Metals and Minerals', 'PRICES', 'FUTURES TRADING', 'PLATINUM']"
Commodity Price Rise Suggests New Inflation,1987-05-04,article,An Analysis,,"['United States Economy', 'PRICES', 'FUTURES TRADING']"
COMMODITY OUTLOOK: NO BIG PRICE RISES SEEN,1987-05-13,article,An Analysis,,"['PRICES', 'FUTURES TRADING', 'INFLATION']"
"INVESTING;
BETTING ON A DIFFERENT VIEW OF INFLATION",1987-05-24,article,News,,"['Stocks and Bonds', 'PRICES', 'United States Economy', 'INVESTMENT STRATEGIES']"
STOCKS PLUMMET,1987-05-16,article,News,,"['Automobiles', 'United States Economy', 'PRICES', 'Producer Price Index', 'Meat', 'Electric Light and Power']"
"BUSINESS DIGEST: TUESDAY, MAY 19, 1987",1987-05-19,article,Summary,,[]
"BUSINESS DIGEST: FRIDAY, MAY 15, 1987",1987-05-15,article,Summary,,[]
"BUSINESS DIGEST: WEDNESDAY, MAY 20, 1987",1987-05-20,article,Summary,,[]
"JEWELRY, GEMS AND JADE OF SEOUL",1987-05-10,article,News,,['Jewels and Jewelry']
