headline,date,doc_type,material_type,section,keywords
"Jacquie Aiche, the California Girl of Jewelry Design",2018-09-11,article,News,,['Jewels and Jewelry']
"In KFC’s China Ads, Nuggets Are Served With Patriotism",2018-09-27,article,News,,"['Economic Conditions and Trends', 'Politics and Government', 'Fast Food Industry']"
The Top 5 Takeaways From New York Fashion Week,2018-09-14,article,News,,['New York Fashion Week']
"$700,000 Homes in South Carolina, Vermont and Utah",2018-09-12,article,News,,['Real Estate and Housing (Residential)']
The Best Booster Car Seats,2018-09-19,wirecutterarticle,,,[]
Younger Leaders Are Taking Over Swiss Watchmaking,2018-09-18,article,News,,"['Watches and Clocks', 'Appointments and Executive Changes']"
Elon Musk’s Chicago Tunnel: A Breakthrough or a Pipe Dream?,2018-09-16,article,News,,"['Bridges and Tunnels', 'Transit Systems']"
"In London, Electric Trucks Are Helping UPS Make ‘Eco-Friendly’ Deliveries",2018-09-21,article,News,,"['Electric and Hybrid Vehicles', 'Automobiles', 'Fuel Efficiency']"
The Art World’s Elephant in the Room,2018-09-21,article,News,,"['Art', 'Collectors and Collections', 'Income Inequality', 'Antiques', 'Economic Conditions and Trends']"
Lab-Grown Diamonds? This New Paris Jeweler Says They’re the Future,2018-09-11,article,News,,"['Jewels and Jewelry', 'Diamonds']"
