headline,date,doc_type,material_type,section,keywords
Gilead’s Covid-19 Drug Is Mediocre. It Will Be a Blockbuster Anyway.,2020-10-29,article,News,,"['your-feed-science', 'Coronavirus (2019-nCoV)', 'Drugs (Pharmaceuticals)', 'Remdesivir (Drug)', 'Research', 'Company Reports']"
The T List: Five Things We Recommend This Week,2020-10-15,article,News,,"['Art', 'Furniture', 'Travel and Vacations']"
The Amazon Was Sick. Now It’s Sicker.,2020-10-02,article,Op-Ed,,"['Coronavirus (2019-nCoV)', 'Oil Spills']"
Parenting While Black: Titus Kaphar’s Starkly Powerful Works,2020-10-16,article,News,,"['Art', 'Black People', 'Blacks']"
Understatement Is the New Luxury,2020-10-16,article,News,,"['Real Estate and Housing (Residential)', 'Quarantine (Life and Culture)', 'Interior Design and Furnishings', 'Luxury Goods and Services', 'Condominiums', 'Architecture']"
"Venezuela, Once an Oil Giant, Reaches the End of an Era",2020-10-07,article,News,,"['Oil (Petroleum) and Gasoline', 'Oil Spills', 'Pollution', 'Poverty', 'Production', 'Embargoes and Sanctions', 'Economic Conditions and Trends']"
Bringing Perfect Waves to the Masses,2020-10-12,article,News,,"['Surfing', 'Amusement and Theme Parks']"
‘What Tech Calls Thinking’ Might Really Be Something Else,2020-10-13,article,Review,,"['Books and Literature', 'Start-ups', 'Computers and the Internet']"
‘I Had Lost All Hope’: Clorox Wipes Are Still the Hard-to-Find Pandemic Item,2020-10-05,article,News,,"['Quarantine (Life and Culture)', 'Cleansers, Detergents and Soaps', 'Shopping and Retail', 'Supermarkets and Grocery Stores', 'Coronavirus (2019-nCoV)', 'Shortages']"
Can Our Culture Survive Climate Change?,2020-10-02,article,Op-Ed,,"['Women and Girls', 'Indigenous People', 'Global Warming', 'Environment']"
