headline,date,doc_type,material_type,section,keywords
Most Wanted List: $10 Tops,2000-01-26,article,News,,"['Wines', 'Alcoholic Beverages']"
"For Artists, Even the Street Clatter Is a Magnet",2000-01-06,article,News,,[]
Treasures of a Collector With an Eye for a Deal,2000-01-14,article,Review,,"['Reviews', 'Art']"
"Delving Into the Surreal, All Senses on Red Alert",2000-01-07,article,Review,,[]
Henry Fowler Is Dead at 91; Former Treasury Secretary,2000-01-05,article,Obituary; Biography,,[]
Internet Payoff for Debt-Ridden Malaysia Firm,2000-01-22,article,,,[]
Jewels to Brighten Every Passage,2000-01-06,article,News,,[]
All in the Presentation? Odes to the Little Blue Box,2000-01-02,article,News,,"['Bicycles and Bicycling', 'Bridges and Tunnels', 'Queensboro Bridge (NYC)']"
Small G.O.P. Pond Stirs for a Texas-Size Fish,2000-01-17,article,News,,['Presidential Election of 2000']
View With a Room,2000-01-02,article,Review,,"['Reviews', 'Restaurants']"
