headline,date,doc_type,material_type,section,keywords
DREDGING AGAIN IN THE YUKON,1981-09-14,article,News,,"['Mines and Mining', 'Restoration and Rehabilitation', 'Gold', 'Machinery and Equipment']"
"WEDNESDAY, SEPTEMBER 2, 1981; International",1981-09-02,article,News,,['NO INDEX TERMS']
DOW ADDS 10.37 ON CUT IN PRIME,1981-09-22,article,News,,"['Stocks and Bonds', 'Dow Jones Stock Average', 'STOCK PRICES AND TRADING VOLUME']"
"Business Digest; SATURDAY, SEPTEMBER 5, 1981; The Economy",1981-09-05,article,News,,['NO INDEX TERMS']
"TUESDAY, SEPTEMBER 29, 1981; Markets",1981-09-29,article,News,,['NO INDEX TERMS']
"WEDNESDAY, SEPTEMBER 30, 1981; International",1981-09-30,article,News,,['NO INDEX TERMS']
"FRIDAY, SEPTEMBER 11, 1981; The Economy",1981-09-11,article,News,,['NO INDEX TERMS']
"Business Digest; FRIDAY, SEPTEMBER 25, 1981; The Economy",1981-09-25,article,News,,['NO INDEX TERMS']
"FRIDAY, SEPTEMBER 4, 1981; The Economy",1981-09-04,article,News,,['NO INDEX TERMS']
"WEDNESDAY, SEPTEMBER 9, 1981; The Economy",1981-09-09,article,News,,['NO INDEX TERMS']
