headline,date,doc_type,material_type,section,keywords
CURRENCY MARKETS Dollar Ahead Slightly; Gold Gains in New York; Rates Called No Longer a Factor,1980-05-14,article,Archives,,[]
CURRENCY MARKETS; Gold Gains in New York Pound Up in London ,1980-05-02,article,Archives,,[]
Gold Is Up in New York; Dollar Gains in Trading; Dollar Bolstered by Trade Report ,1980-05-30,article,Archives,,[]
World Gold,1980-05-16,article,Archives,,[]
World Gold,1980-05-30,article,Archives,,[]
World Gold,1980-05-28,article,Archives,,[]
I.M.F. Ends Gold Sales,1980-05-08,article,Archives,,[]
World Gold,1980-05-15,article,Archives,,[]
World Gold,1980-05-17,article,Archives,,[]
World Gold,1980-05-08,article,Archives,,[]
