headline,date,doc_type,material_type,section,keywords
COMMODITIES; Signs of Falling Rates Send Precious Metals Up Copper Prices Follow Gold Pork Bellies Up Daily Limit ,1980-10-07,article,Archives,,[]
CURRENCY MARKETS Dollar Pushes Higher; Gold Continues Decline; Strength Against Mark ,1980-10-18,article,Archives,,[]
"CURRENCY MARKETS Gold Off Sharply Abroad, Recovers in New York; Rebound in Later Trading ",1980-10-21,article,Archives,,[]
COMMODITIES Hostage Release Rumors Push Gold Futures Down,1980-10-18,article,Archives,,[]
U.S. Trade Gap Wider Last Month; $1.64 Billion Level Set Despite Oil-Import Cuts Oil Prices Declined U.S. Trade Gap Widens Gold Imports Up Sharply Drop in Soybeans ,1980-10-29,article,Archives,,[]
CURRENCY MARKETS; Dollar Up in New York But Declines in Europe ,1980-10-07,article,Archives,,[]
CURRENCY MARKETS Dollar Continues Gaining Against German Mark; Central Bank Intervention Dollar Lower Against Yen ,1980-10-15,article,Archives,,[]
CURRENCY MARKETS; Gold Hovers Near $670; Dollar Declines Slightly Lack of War News Cited ,1980-10-01,article,Archives,,[]
CURRENCY MARKETS Gold Up More Than $10; Dollar Trading Is Mixed,1980-10-10,article,Archives,,[]
CURRENCY MARKETS Dollar Trading Is Mixed; Gold in Broad Decline; Dollar's Gain Against Mark ,1980-10-14,article,Archives,,[]
