headline,date,doc_type,material_type,section,keywords
Deal Redo,2007-08-05,article,News,,"['Snoring', 'Currency', 'Ethics', 'APPRAISALS AND VALUATION']"
Let’s Say You Are Not a Dreamgirl,2007-08-16,article,News,,['APPAREL']
Memory Cards for Antiquity,2007-08-23,article,Question,,"['Computers and the Internet', 'Archives and Records']"
"Athletics: As others are deposed, Isinbayeva stays a queen",2007-08-28,article,News,,[]
Athletics: A good night for sweeps but not for streaks,2007-08-28,article,News,,[]
"Brass: Roll It, Spin It or Stamp It, to Suit Your Fancy",2007-08-03,article,News,,"['Metals and Minerals', 'Art', 'Antiques']"
Book Report: Big investing ideas in two little tomes,2007-08-03,article,News,,[]
Battling Forces Big and Small,2007-08-26,article,News,,"['Christians and Christianity', 'Religion and Churches']"
Asia markets drop following Wall Street plunge,2007-08-28,article,News,,[]
Pools Conceived to Make a Splash,2007-08-16,article,News,,"['Swimming Pools', 'Swimming', 'Housing', 'Design']"
